# Auto-generated by emojicon.py using CLDR v48
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;cerenje;cerenje|lice
	👨🏻‍🦽;muškarac u invalidskim kolicima: svijetla boja kože;invalidska kolica|muškarac|muškarac u invalidskim kolicima|pomagalo|svijetla boja kože
	👨🏼‍🦽;muškarac u invalidskim kolicima: umjereno svijetla boja kože;invalidska kolica|muškarac|muškarac u invalidskim kolicima|pomagalo|umjereno svijetla boja kože
	👨🏽‍🦽;muškarac u invalidskim kolicima: umjerena boja kože;invalidska kolica|muškarac|muškarac u invalidskim kolicima|pomagalo|umjerena boja kože
	👨🏾‍🦽;muškarac u invalidskim kolicima: umjereno tamna boja kože;invalidska kolica|muškarac|muškarac u invalidskim kolicima|pomagalo|umjereno tamna boja kože
	👨🏿‍🦽;muškarac u invalidskim kolicima: tamna boja kože;invalidska kolica|muškarac|muškarac u invalidskim kolicima|pomagalo|tamna boja kože
👨‍🦽‍➡️;muškarac u invalidskim kolicima: nadesno;invalidska kolica|muškarac|muškarac u invalidskim kolicima|nadesno|pomagalo
	👨🏻‍🦽‍➡️;muškarac u invalidskim kolicima: svijetla boja kože i nadesno;invalidska kolica|muškarac|muškarac u invalidskim kolicima|nadesno|pomagalo|svijetla boja kože
	👨🏼‍🦽‍➡️;muškarac u invalidskim kolicima: umjereno svijetla boja kože i nadesno;invalidska kolica|muškarac|muškarac u invalidskim kolicima|nadesno|pomagalo|umjereno svijetla boja kože
	👨🏽‍🦽‍➡️;muškarac u invalidskim kolicima: umjerena boja kože i nadesno;invalidska kolica|muškarac|muškarac u invalidskim kolicima|nadesno|pomagalo|umjerena boja kože
	👨🏾‍🦽‍➡️;muškarac u invalidskim kolicima: umjereno tamna boja kože i nadesno;invalidska kolica|muškarac|muškarac u invalidskim kolicima|nadesno|pomagalo|umjereno tamna boja kože
	👨🏿‍🦽‍➡️;muškarac u invalidskim kolicima: tamna boja kože i nadesno;invalidska kolica|muškarac|muškarac u invalidskim kolicima|nadesno|pomagalo|tamna boja kože
👩‍🦽;žena u invalidskim kolicima;invalidska kolica|pomagalo|žena|žena u invalidskim kolicima
	👩🏻‍🦽;žena u invalidskim kolicima: svijetla boja kože;invalidska kolica|pomagalo|svijetla boja kože|žena|žena u invalidskim kolicima
	👩🏼‍🦽;žena u invalidskim kolicima: umjereno svijetla boja kože;invalidska kolica|pomagalo|umjereno svijetla boja kože|žena|žena u invalidskim kolicima
	👩🏽‍🦽;žena u invalidskim kolicima: umjerena boja kože;invalidska kolica|pomagalo|umjerena boja kože|žena|žena u invalidskim kolicima
	👩🏾‍🦽;žena u invalidskim kolicima: umjereno tamna boja kože;invalidska kolica|pomagalo|umjereno tamna boja kože|žena|žena u invalidskim kolicima
	👩🏿‍🦽;žena u invalidskim kolicima: tamna boja kože;invalidska kolica|pomagalo|tamna boja kože|žena|žena u invalidskim kolicima
👩‍🦽‍➡️;žena u invalidskim kolicima: nadesno;invalidska kolica|nadesno|pomagalo|žena|žena u invalidskim kolicima
	👩🏻‍🦽‍➡️;žena u invalidskim kolicima: svijetla boja kože i nadesno;invalidska kolica|nadesno|pomagalo|svijetla boja kože|žena|žena u invalidskim kolicima
	👩🏼‍🦽‍➡️;žena u invalidskim kolicima: umjereno svijetla boja kože i nadesno;invalidska kolica|nadesno|pomagalo|umjereno svijetla boja kože|žena|žena u invalidskim kolicima
	👩🏽‍🦽‍➡️;žena u invalidskim kolicima: umjerena boja kože i nadesno;invalidska kolica|nadesno|pomagalo|umjerena boja kože|žena|žena u invalidskim kolicima
	👩🏾‍🦽‍➡️;žena u invalidskim kolicima: umjereno tamna boja kože i nadesno;invalidska kolica|nadesno|pomagalo|umjereno tamna boja kože|žena|žena u invalidskim kolicima
	👩🏿‍🦽‍➡️;žena u invalidskim kolicima: tamna boja kože i nadesno;invalidska kolica|nadesno|pomagalo|tamna boja kože|žena|žena u invalidskim kolicima
🏃;osoba trči;maraton|osoba trči|trčanje|trka
	🏃🏻;osoba trči: svijetla boja kože;maraton|osoba trči|svijetla boja kože|trčanje|trka
	🏃🏼;osoba trči: umjereno svijetla boja kože;maraton|osoba trči|trčanje|trka|umjereno svijetla boja kože
	🏃🏽;osoba trči: umjerena boja kože;maraton|osoba trči|trčanje|trka|umjerena boja kože
	🏃🏾;osoba trči: umjereno tamna boja kože;maraton|osoba trči|trčanje|trka|umjereno tamna boja kože
	🏃🏿;osoba trči: tamna boja kože;maraton|osoba trči|tamna boja kože|trčanje|trka
🏃‍♂️;muškarac trči;maraton|muškarac|muškarac trči|trčanje|trka
	🏃🏻‍♂️;muškarac trči: svijetla boja kože;maraton|muškarac|muškarac trči|svijetla boja kože|trčanje|trka
	🏃🏼‍♂️;muškarac trči: umjereno svijetla boja kože;maraton|muškarac|muškarac trči|trčanje|trka|umjereno svijetla boja kože
	🏃🏽‍♂️;muškarac trči: umjerena boja kože;maraton|muškarac|muškarac trči|trčanje|trka|umjerena boja kože
	🏃🏾‍♂️;muškarac trči: umjereno tamna boja kože;maraton|muškarac|muškarac trči|trčanje|trka|umjereno tamna boja kože
	🏃🏿‍♂️;muškarac trči: tamna boja kože;maraton|muškarac|muškarac trči|tamna boja kože|trčanje|trka
🏃‍♀️;žena trči;maraton|trčanje|trka|žena|žena trči
	🏃🏻‍♀️;žena trči: svijetla boja kože;maraton|svijetla boja kože|trčanje|trka|žena|žena trči
	🏃🏼‍♀️;žena trči: umjereno svijetla boja kože;maraton|trčanje|trka|umjereno svijetla boja kože|žena|žena trči
	🏃🏽‍♀️;žena trči: umjerena boja kože;maraton|trčanje|trka|umjerena boja kože|žena|žena trči
	🏃🏾‍♀️;žena trči: umjereno tamna boja kože;maraton|trčanje|trka|umjereno tamna boja kože|žena|žena trči
	🏃🏿‍♀️;žena trči: tamna boja kože;maraton|tamna boja kože|trčanje|trka|žena|žena trči
🏃‍➡️;osoba trči: nadesno;maraton|nadesno|osoba trči|trčanje|trka
	🏃🏻‍➡️;osoba trči: svijetla boja kože i nadesno;maraton|nadesno|osoba trči|svijetla boja kože|trčanje|trka
	🏃🏼‍➡️;osoba trči: umjereno svijetla boja kože i nadesno;maraton|nadesno|osoba trči|trčanje|trka|umjereno svijetla boja kože
	🏃🏽‍➡️;osoba trči: umjerena boja kože i nadesno;maraton|nadesno|osoba trči|trčanje|trka|umjerena boja kože
	🏃🏾‍➡️;osoba trči: umjereno tamna boja kože i nadesno;maraton|nadesno|osoba trči|trčanje|trka|umjereno tamna boja kože
	🏃🏿‍➡️;osoba trči: tamna boja kože i nadesno;maraton|nadesno|osoba trči|tamna boja kože|trčanje|trka
🏃‍♀️‍➡️;žena trči: nadesno;maraton|nadesno|trčanje|trka|žena|žena trči
	🏃🏻‍♀️‍➡️;žena trči: svijetla boja kože i nadesno;maraton|nadesno|svijetla boja kože|trčanje|trka|žena|žena trči
	🏃🏼‍♀️‍➡️;žena trči: umjereno svijetla boja kože i nadesno;maraton|nadesno|trčanje|trka|umjereno svijetla boja kože|žena|žena trči
	🏃🏽‍♀️‍➡️;žena trči: umjerena boja kože i nadesno;maraton|nadesno|trčanje|trka|umjerena boja kože|žena|žena trči
	🏃🏾‍♀️‍➡️;žena trči: umjereno tamna boja kože i nadesno;maraton|nadesno|trčanje|trka|umjereno tamna boja kože|žena|žena trči
	🏃🏿‍♀️‍➡️;žena trči: tamna boja kože i nadesno;maraton|nadesno|tamna boja kože|trčanje|trka|žena|žena trči
🏃‍♂️‍➡️;muškarac trči: nadesno;maraton|muškarac|muškarac trči|nadesno|trčanje|trka
	🏃🏻‍♂️‍➡️;muškarac trči: svijetla boja kože i nadesno;maraton|muškarac|muškarac trči|nadesno|svijetla boja kože|trčanje|trka
	🏃🏼‍♂️‍➡️;muškarac trči: umjereno svijetla boja kože i nadesno;maraton|muškarac|muškarac trči|nadesno|trčanje|trka|umjereno svijetla boja kože
	🏃🏽‍♂️‍➡️;muškarac trči: umjerena boja kože i nadesno;maraton|muškarac|muškarac trči|nadesno|trčanje|trka|umjerena boja kože
	🏃🏾‍♂️‍➡️;muškarac trči: umjereno tamna boja kože i nadesno;maraton|muškarac|muškarac trči|nadesno|trčanje|trka|umjereno tamna boja kože
	🏃🏿‍♂️‍➡️;muškarac trči: tamna boja kože i nadesno;maraton|muškarac|muškarac trči|nadesno|tamna boja kože|trčanje|trka
🧑‍🩰;plesač baleta;balet|plesač
	🧑🏻‍🩰;plesač baleta: svijetla boja kože;balet|plesač|svijetla boja kože
	🧑🏼‍🩰;plesač baleta: umjereno svijetla boja kože;balet|plesač|umjereno svijetla boja kože
	🧑🏽‍🩰;plesač baleta: umjerena boja kože;balet|plesač|umjerena boja kože
	🧑🏾‍🩰;plesač baleta: umjereno tamna boja kože;balet|plesač|umjereno tamna boja kože
	🧑🏿‍🩰;plesač baleta: tamna boja kože;balet|plesač|tamna boja kože
💃;žena pleše;ples|plesanje|žena pleše
	💃🏻;žena pleše: svijetla boja kože;ples|plesanje|svijetla boja kože|žena pleše
	💃🏼;žena pleše: umjereno svijetla boja kože;ples|plesanje|umjereno svijetla boja kože|žena pleše
	💃🏽;žena pleše: umjerena boja kože;ples|plesanje|umjerena boja kože|žena pleše
	💃🏾;žena pleše: umjereno tamna boja kože;ples|plesanje|umjereno tamna boja kože|žena pleše
	💃🏿;žena pleše: tamna boja kože;ples|plesanje|tamna boja kože|žena pleše
🕺;plesanje;čovjek|plesanje
	🕺🏻;plesanje: svijetla boja kože;čovjek|plesanje|svijetla boja kože
	🕺🏼;plesanje: umjereno svijetla boja kože;čovjek|plesanje|umjereno svijetla boja kože
	🕺🏽;plesanje: umjerena boja kože;čovjek|plesanje|umjerena boja kože
	🕺🏾;plesanje: umjereno tamna boja kože;čovjek|plesanje|umjereno tamna boja kože
	🕺🏿;plesanje: tamna boja kože;čovjek|plesanje|tamna boja kože
🕴️;osoba u odijelu levitira;odijelo|osoba|osoba u odijelu levitira|posao
	🕴🏻;osoba u odijelu levitira: svijetla boja kože;odijelo|osoba|osoba u odijelu levitira|posao|svijetla boja kože
	🕴🏼;osoba u odijelu levitira: umjereno svijetla boja kože;odijelo|osoba|osoba u odijelu levitira|posao|umjereno svijetla boja kože
	🕴🏽;osoba u odijelu levitira: umjerena boja kože;odijelo|osoba|osoba u odijelu levitira|posao|umjerena boja kože
	🕴🏾;osoba u odijelu levitira: umjereno tamna boja kože;odijelo|osoba|osoba u odijelu levitira|posao|umjereno tamna boja kože
	🕴🏿;osoba u odijelu levitira: tamna boja kože;odijelo|osoba|osoba u odijelu levitira|posao|tamna boja kože
👯;osobe u provodu;grupa|osobe u provodu|ples|provod
	👯🏻;osobe u provodu: svijetla boja kože;grupa|osobe u provodu|ples|provod|svijetla boja kože
	👯🏼;osobe u provodu: umjereno svijetla boja kože;grupa|osobe u provodu|ples|provod|umjereno svijetla boja kože
	👯🏽;osobe u provodu: umjerena boja kože;grupa|osobe u provodu|ples|provod|umjerena boja kože
	👯🏾;osobe u provodu: umjereno tamna boja kože;grupa|osobe u provodu|ples|provod|umjereno tamna boja kože
	👯🏿;osobe u provodu: tamna boja kože;grupa|osobe u provodu|ples|provod|tamna boja kože
👯‍♂️;muškarci u provodu;muškarac|muškarac u provodu|muškarci u provodu|ples|provod
	👯🏻‍♂️;muškarci u provodu: svijetla boja kože;muškarac|muškarac u provodu|muškarci u provodu|ples|provod|svijetla boja kože
	👯🏼‍♂️;muškarci u provodu: umjereno svijetla boja kože;muškarac|muškarac u provodu|muškarci u provodu|ples|provod|umjereno svijetla boja kože
	👯🏽‍♂️;muškarci u provodu: umjerena boja kože;muškarac|muškarac u provodu|muškarci u provodu|ples|provod|umjerena boja kože
	👯🏾‍♂️;muškarci u provodu: umjereno tamna boja kože;muškarac|muškarac u provodu|muškarci u provodu|ples|provod|umjereno tamna boja kože
	👯🏿‍♂️;muškarci u provodu: tamna boja kože;muškarac|muškarac u provodu|muškarci u provodu|ples|provod|tamna boja kože
👯‍♀️;žene u provodu;ples|provod|žena|žena u provodu|žene u provodu
	👯🏻‍♀️;žene u provodu: svijetla boja kože;ples|provod|svijetla boja kože|žena|žena u provodu|žene u provodu
	👯🏼‍♀️;žene u provodu: umjereno svijetla boja kože;ples|provod|umjereno svijetla boja kože|žena|žena u provodu|žene u provodu
	👯🏽‍♀️;žene u provodu: umjerena boja kože;ples|provod|umjerena boja kože|žena|žena u provodu|žene u provodu
	👯🏾‍♀️;žene u provodu: umjereno tamna boja kože;ples|provod|umjereno tamna boja kože|žena|žena u provodu|žene u provodu
	👯🏿‍♀️;žene u provodu: tamna boja kože;ples|provod|tamna boja kože|žena|žena u provodu|žene u provodu
	🧑🏻‍🐰‍🧑🏼;osobe u provodu: svijetla boja kože i umjereno svijetla boja kože;grupa|osobe u provodu|ples|provod|svijetla boja kože|umjereno svijetla boja kože
	🧑🏻‍🐰‍🧑🏽;osobe u provodu: svijetla boja kože i umjerena boja kože;grupa|osobe u provodu|ples|provod|svijetla boja kože|umjerena boja kože
	🧑🏻‍🐰‍🧑🏾;osobe u provodu: svijetla boja kože i umjereno tamna boja kože;grupa|osobe u provodu|ples|provod|svijetla boja kože|umjereno tamna boja kože
	🧑🏻‍🐰‍🧑🏿;osobe u provodu: svijetla boja kože i tamna boja kože;grupa|osobe u provodu|ples|provod|svijetla boja kože|tamna boja kože
	🧑🏼‍🐰‍🧑🏻;osobe u provodu: umjereno svijetla boja kože i svijetla boja kože;grupa|osobe u provodu|ples|provod|svijetla boja kože|umjereno svijetla boja kože
	🧑🏼‍🐰‍🧑🏽;osobe u provodu: umjereno svijetla boja kože i umjerena boja kože;grupa|osobe u provodu|ples|provod|umjerena boja kože|umjereno svijetla boja kože
	🧑🏼‍🐰‍🧑🏾;osobe u provodu: umjereno svijetla boja kože i umjereno tamna boja kože;grupa|osobe u provodu|ples|provod|umjereno svijetla boja kože|umjereno tamna boja kože
	🧑🏼‍🐰‍🧑🏿;osobe u provodu: umjereno svijetla boja kože i tamna boja kože;grupa|osobe u provodu|ples|provod|tamna boja kože|umjereno svijetla boja kože
	🧑🏽‍🐰‍🧑🏻;osobe u provodu: umjerena boja kože i svijetla boja kože;grupa|osobe u provodu|ples|provod|svijetla boja kože|umjerena boja kože
	🧑🏽‍🐰‍🧑🏼;osobe u provodu: umjerena boja kože i umjereno svijetla boja kože;grupa|osobe u provodu|ples|provod|umjerena boja kože|umjereno svijetla boja kože
	🧑🏽‍🐰‍🧑🏾;osobe u provodu: umjerena boja kože i umjereno tamna boja kože;grupa|osobe u provodu|ples|provod|umjerena boja kože|umjereno tamna boja kože
	🧑🏽‍🐰‍🧑🏿;osobe u provodu: umjerena boja kože i tamna boja kože;grupa|osobe u provodu|ples|provod|tamna boja kože|umjerena boja kože
	🧑🏾‍🐰‍🧑🏻;osobe u provodu: umjereno tamna boja kože i svijetla boja kože;grupa|osobe u provodu|ples|provod|svijetla boja kože|umjereno tamna boja kože
	🧑🏾‍🐰‍🧑🏼;osobe u provodu: umjereno tamna boja kože i umjereno svijetla boja kože;grupa|osobe u provodu|ples|provod|umjereno svijetla boja kože|umjereno tamna boja kože
	🧑🏾‍🐰‍🧑🏽;osobe u provodu: umjereno tamna boja kože i umjerena boja kože;grupa|osobe u provodu|ples|provod|umjerena boja kože|umjereno tamna boja kože
	🧑🏾‍🐰‍🧑🏿;osobe u provodu: umjereno tamna boja kože i tamna boja kože;grupa|osobe u provodu|ples|provod|tamna boja kože|umjereno tamna boja kože
	🧑🏿‍🐰‍🧑🏻;osobe u provodu: tamna boja kože i svijetla boja kože;grupa|osobe u provodu|ples|provod|svijetla boja kože|tamna boja kože
	🧑🏿‍🐰‍🧑🏼;osobe u provodu: tamna boja kože i umjereno svijetla boja kože;grupa|osobe u provodu|ples|provod|tamna boja kože|umjereno svijetla boja kože
	🧑🏿‍🐰‍🧑🏽;osobe u provodu: tamna boja kože i umjerena boja kože;grupa|osobe u provodu|ples|provod|tamna boja kože|umjerena boja kože
	🧑🏿‍🐰‍🧑🏾;osobe u provodu: tamna boja kože i umjereno tamna boja kože;grupa|osobe u provodu|ples|provod|tamna boja kože|umjereno tamna boja kože
	👨🏻‍🐰‍👨🏼;muškarci u provodu: svijetla boja kože i umjereno svijetla boja kože;muškarac|muškarac u provodu|muškarci u provodu|ples|provod|svijetla boja kože|umjereno svijetla boja kože
	👨🏻‍🐰‍👨🏽;muškarci u provodu: svijetla boja kože i umjerena boja kože;muškarac|muškarac u provodu|muškarci u provodu|ples|provod|svijetla boja kože|umjerena boja kože
	👨🏻‍🐰‍👨🏾;muškarci u provodu: svijetla boja kože i umjereno tamna boja kože;muškarac|muškarac u provodu|muškarci u provodu|ples|provod|svijetla boja kože|umjereno tamna boja kože
	👨🏻‍🐰‍👨🏿;muškarci u provodu: svijetla boja kože i tamna boja kože;muškarac|muškarac u provodu|muškarci u provodu|ples|provod|svijetla boja kože|tamna boja kože
	👨🏼‍🐰‍👨🏻;muškarci u provodu: umjereno svijetla boja kože i svijetla boja kože;muškarac|muškarac u provodu|muškarci u provodu|ples|provod|svijetla boja kože|umjereno svijetla boja kože
	👨🏼‍🐰‍👨🏽;muškarci u provodu: umjereno svijetla boja kože i umjerena boja kože;muškarac|muškarac u provodu|muškarci u provodu|ples|provod|umjerena boja kože|umjereno svijetla boja kože
	👨🏼‍🐰‍👨🏾;muškarci u provodu: umjereno svijetla boja kože i umjereno tamna boja kože;muškarac|muškarac u provodu|muškarci u provodu|ples|provod|umjereno svijetla boja kože|umjereno tamna boja kože
	👨🏼‍🐰‍👨🏿;muškarci u provodu: umjereno svijetla boja kože i tamna boja kože;muškarac|muškarac u provodu|muškarci u provodu|ples|provod|tamna boja kože|umjereno svijetla boja kože
	👨🏽‍🐰‍👨🏻;muškarci u provodu: umjerena boja kože i svijetla boja kože;muškarac|muškarac u provodu|muškarci u provodu|ples|provod|svijetla boja kože|umjerena boja kože
