[smileys_emotion]
😀;mặt cười toe toét;cười toe toét|mặt|mặt cười toe toét
	🕴🏿;người đàn ông mặc vest đang bay lên: màu da tối;bộ đồ|đàn ông|kinh doanh|màu da tối|người đàn ông mặc vest đang bay lên|người đàn ông mặc vest đang bay lên: màu da tối
👯;những người đeo tai thỏ;những người đeo tai thỏ|tai thỏ|tiệc tùng|vũ công
👯‍♂️;những người đàn ông đeo tai thỏ;đàn ông|những người đàn ông đeo tai thỏ|tai thỏ|tiệc tùng|vũ công
👯‍♀️;những người phụ nữ đeo tai thỏ;những người phụ nữ đeo tai thỏ|phụ nữ|tai thỏ|tiệc tùng|vũ công
🧖;người ở trong phòng xông hơi;người ở trong phòng xông hơi|nhà tắm hơi|phòng xông hơi
	🧖🏻;người ở trong phòng xông hơi: màu da sáng;màu da sáng|người ở trong phòng xông hơi|người ở trong phòng xông hơi: màu da sáng|nhà tắm hơi|phòng xông hơi
	🧖🏼;người ở trong phòng xông hơi: màu da sáng trung bình;màu da sáng trung bình|người ở trong phòng xông hơi|người ở trong phòng xông hơi: màu da sáng trung bình|nhà tắm hơi|phòng xông hơi
	🧖🏽;người ở trong phòng xông hơi: màu da trung bình;màu da trung bình|người ở trong phòng xông hơi|người ở trong phòng xông hơi: màu da trung bình|nhà tắm hơi|phòng xông hơi
	🧖🏾;người ở trong phòng xông hơi: màu da tối trung bình;màu da tối trung bình|người ở trong phòng xông hơi|người ở trong phòng xông hơi: màu da tối trung bình|nhà tắm hơi|phòng xông hơi
	🧖🏿;người ở trong phòng xông hơi: màu da tối;màu da tối|người ở trong phòng xông hơi|người ở trong phòng xông hơi: màu da tối|nhà tắm hơi|phòng xông hơi
🧖‍♂️;người đàn ông ở trong phòng xông hơi;người đàn ông ở trong phòng xông hơi|nhà tắm hơi|phòng xông hơi
	🧖🏻‍♂️;người đàn ông ở trong phòng xông hơi: màu da sáng;màu da sáng|người đàn ông ở trong phòng xông hơi|người đàn ông ở trong phòng xông hơi: màu da sáng|nhà tắm hơi|phòng xông hơi
	🧖🏼‍♂️;người đàn ông ở trong phòng xông hơi: màu da sáng trung bình;màu da sáng trung bình|người đàn ông ở trong phòng xông hơi|người đàn ông ở trong phòng xông hơi: màu da sáng trung bình|nhà tắm hơi|phòng xông hơi
	🧖🏽‍♂️;người đàn ông ở trong phòng xông hơi: màu da trung bình;màu da trung bình|người đàn ông ở trong phòng xông hơi|người đàn ông ở trong phòng xông hơi: màu da trung bình|nhà tắm hơi|phòng xông hơi
	🧖🏾‍♂️;người đàn ông ở trong phòng xông hơi: màu da tối trung bình;màu da tối trung bình|người đàn ông ở trong phòng xông hơi|người đàn ông ở trong phòng xông hơi: màu da tối trung bình|nhà tắm hơi|phòng xông hơi
	🧖🏿‍♂️;người đàn ông ở trong phòng xông hơi: màu da tối;màu da tối|người đàn ông ở trong phòng xông hơi|người đàn ông ở trong phòng xông hơi: màu da tối|nhà tắm hơi|phòng xông hơi
🧖‍♀️;người phụ nữ ở trong phòng xông hơi;người phụ nữ ở trong phòng xông hơi|nhà tắm hơi|phòng xông hơi
	🧖🏻‍♀️;người phụ nữ ở trong phòng xông hơi: màu da sáng;màu da sáng|người phụ nữ ở trong phòng xông hơi|người phụ nữ ở trong phòng xông hơi: màu da sáng|nhà tắm hơi|phòng xông hơi
	🧖🏼‍♀️;người phụ nữ ở trong phòng xông hơi: màu da sáng trung bình;màu da sáng trung bình|người phụ nữ ở trong phòng xông hơi|người phụ nữ ở trong phòng xông hơi: màu da sáng trung bình|nhà tắm hơi|phòng xông hơi
	🧖🏽‍♀️;người phụ nữ ở trong phòng xông hơi: màu da trung bình;màu da trung bình|người phụ nữ ở trong phòng xông hơi|người phụ nữ ở trong phòng xông hơi: màu da trung bình|nhà tắm hơi|phòng xông hơi
	🧖🏾‍♀️;người phụ nữ ở trong phòng xông hơi: màu da tối trung bình;màu da tối trung bình|người phụ nữ ở trong phòng xông hơi|người phụ nữ ở trong phòng xông hơi: màu da tối trung bình|nhà tắm hơi|phòng xông hơi
	🧖🏿‍♀️;người phụ nữ ở trong phòng xông hơi: màu da tối;màu da tối|người phụ nữ ở trong phòng xông hơi|người phụ nữ ở trong phòng xông hơi: màu da tối|nhà tắm hơi|phòng xông hơi
🧗;người đang leo núi;người đang leo núi|người leo trèo
	🧗🏻;người đang leo núi: màu da sáng;màu da sáng|người đang leo núi|người đang leo núi: màu da sáng|người leo trèo
	🧗🏼;người đang leo núi: màu da sáng trung bình;màu da sáng trung bình|người đang leo núi|người đang leo núi: màu da sáng trung bình|người leo trèo
	🧗🏽;người đang leo núi: màu da trung bình;màu da trung bình|người đang leo núi|người đang leo núi: màu da trung bình|người leo trèo
	🧗🏾;người đang leo núi: màu da tối trung bình;màu da tối trung bình|người đang leo núi|người đang leo núi: màu da tối trung bình|người leo trèo
	🧗🏿;người đang leo núi: màu da tối;màu da tối|người đang leo núi|người đang leo núi: màu da tối|người leo trèo
🧗‍♂️;người đàn ông đang leo núi;người đàn ông đang leo núi|người leo trèo
	🧗🏻‍♂️;người đàn ông đang leo núi: màu da sáng;màu da sáng|người đàn ông đang leo núi|người đàn ông đang leo núi: màu da sáng|người leo trèo
	🧗🏼‍♂️;người đàn ông đang leo núi: màu da sáng trung bình;màu da sáng trung bình|người đàn ông đang leo núi|người đàn ông đang leo núi: màu da sáng trung bình|người leo trèo
	🧗🏽‍♂️;người đàn ông đang leo núi: màu da trung bình;màu da trung bình|người đàn ông đang leo núi|người đàn ông đang leo núi: màu da trung bình|người leo trèo
	🧗🏾‍♂️;người đàn ông đang leo núi: màu da tối trung bình;màu da tối trung bình|người đàn ông đang leo núi|người đàn ông đang leo núi: màu da tối trung bình|người leo trèo
	🧗🏿‍♂️;người đàn ông đang leo núi: màu da tối;màu da tối|người đàn ông đang leo núi|người đàn ông đang leo núi: màu da tối|người leo trèo
🧗‍♀️;người phụ nữ đang leo núi;người leo trèo|người phụ nữ đang leo núi
	🧗🏻‍♀️;người phụ nữ đang leo núi: màu da sáng;màu da sáng|người leo trèo|người phụ nữ đang leo núi|người phụ nữ đang leo núi: màu da sáng
	🧗🏼‍♀️;người phụ nữ đang leo núi: màu da sáng trung bình;màu da sáng trung bình|người leo trèo|người phụ nữ đang leo núi|người phụ nữ đang leo núi: màu da sáng trung bình
	🧗🏽‍♀️;người phụ nữ đang leo núi: màu da trung bình;màu da trung bình|người leo trèo|người phụ nữ đang leo núi|người phụ nữ đang leo núi: màu da trung bình
	🧗🏾‍♀️;người phụ nữ đang leo núi: màu da tối trung bình;màu da tối trung bình|người leo trèo|người phụ nữ đang leo núi|người phụ nữ đang leo núi: màu da tối trung bình
	🧗🏿‍♀️;người phụ nữ đang leo núi: màu da tối;màu da tối|người leo trèo|người phụ nữ đang leo núi|người phụ nữ đang leo núi: màu da tối
🤺;người đấu kiếm;đấu kiếm|kiếm|người đánh kiếm|người đấu kiếm
🏇;đua ngựa;cuộc đua|đua ngựa|ngựa|ngựa đua|người cưỡi ngựa đua
	🏇🏻;đua ngựa: màu da sáng;cuộc đua|đua ngựa|đua ngựa: màu da sáng|màu da sáng|ngựa|ngựa đua|người cưỡi ngựa đua
	🏇🏼;đua ngựa: màu da sáng trung bình;cuộc đua|đua ngựa|đua ngựa: màu da sáng trung bình|màu da sáng trung bình|ngựa|ngựa đua|người cưỡi ngựa đua
	🏇🏽;đua ngựa: màu da trung bình;cuộc đua|đua ngựa|đua ngựa: màu da trung bình|màu da trung bình|ngựa|ngựa đua|người cưỡi ngựa đua
	🏇🏾;đua ngựa: màu da tối trung bình;cuộc đua|đua ngựa|đua ngựa: màu da tối trung bình|màu da tối trung bình|ngựa|ngựa đua|người cưỡi ngựa đua
	🏇🏿;đua ngựa: màu da tối;cuộc đua|đua ngựa|đua ngựa: màu da tối|màu da tối|ngựa|ngựa đua|người cưỡi ngựa đua
⛷️;người trượt tuyết;người trượt tuyết|trượt tuyết|tuyết
🏂;người trượt ván tuyết;người trượt ván tuyết|trượt tuyết|tuyết|ván trượt tuyết
	🏂🏻;người trượt ván tuyết: màu da sáng;màu da sáng|người trượt ván tuyết|người trượt ván tuyết: màu da sáng|trượt tuyết|tuyết|ván trượt tuyết
	🏂🏼;người trượt ván tuyết: màu da sáng trung bình;màu da sáng trung bình|người trượt ván tuyết|người trượt ván tuyết: màu da sáng trung bình|trượt tuyết|tuyết|ván trượt tuyết
	🏂🏽;người trượt ván tuyết: màu da trung bình;màu da trung bình|người trượt ván tuyết|người trượt ván tuyết: màu da trung bình|trượt tuyết|tuyết|ván trượt tuyết
	🏂🏾;người trượt ván tuyết: màu da tối trung bình;màu da tối trung bình|người trượt ván tuyết|người trượt ván tuyết: màu da tối trung bình|trượt tuyết|tuyết|ván trượt tuyết
	🏂🏿;người trượt ván tuyết: màu da tối;màu da tối|người trượt ván tuyết|người trượt ván tuyết: màu da tối|trượt tuyết|tuyết|ván trượt tuyết
🏌️;người chơi gôn;gôn|người chơi gôn|quả bóng
	🏌🏻;người chơi gôn: màu da sáng;gôn|màu da sáng|người chơi gôn|người chơi gôn: màu da sáng|quả bóng
	🏌🏼;người chơi gôn: màu da sáng trung bình;gôn|màu da sáng trung bình|người chơi gôn|người chơi gôn: màu da sáng trung bình|quả bóng
	🏌🏽;người chơi gôn: màu da trung bình;gôn|màu da trung bình|người chơi gôn|người chơi gôn: màu da trung bình|quả bóng
	🏌🏾;người chơi gôn: màu da tối trung bình;gôn|màu da tối trung bình|người chơi gôn|người chơi gôn: màu da tối trung bình|quả bóng
	🏌🏿;người chơi gôn: màu da tối;gôn|màu da tối|người chơi gôn|người chơi gôn: màu da tối|quả bóng
🏌️‍♂️;người đàn ông chơi gôn;đàn ông|gôn|người đàn ông chơi gôn
	🏌🏻‍♂️;người đàn ông chơi gôn: màu da sáng;đàn ông|gôn|màu da sáng|người đàn ông chơi gôn|người đàn ông chơi gôn: màu da sáng
	🏌🏼‍♂️;người đàn ông chơi gôn: màu da sáng trung bình;đàn ông|gôn|màu da sáng trung bình|người đàn ông chơi gôn|người đàn ông chơi gôn: màu da sáng trung bình
	🏌🏽‍♂️;người đàn ông chơi gôn: màu da trung bình;đàn ông|gôn|màu da trung bình|người đàn ông chơi gôn|người đàn ông chơi gôn: màu da trung bình
	🏌🏾‍♂️;người đàn ông chơi gôn: màu da tối trung bình;đàn ông|gôn|màu da tối trung bình|người đàn ông chơi gôn|người đàn ông chơi gôn: màu da tối trung bình
	🏌🏿‍♂️;người đàn ông chơi gôn: màu da tối;đàn ông|gôn|màu da tối|người đàn ông chơi gôn|người đàn ông chơi gôn: màu da tối
🏌️‍♀️;người phụ nữ chơi gôn;gôn|người phụ nữ chơi gôn|phụ nữ
	🏌🏻‍♀️;người phụ nữ chơi gôn: màu da sáng;gôn|màu da sáng|người phụ nữ chơi gôn|người phụ nữ chơi gôn: màu da sáng|phụ nữ
	🏌🏼‍♀️;người phụ nữ chơi gôn: màu da sáng trung bình;gôn|màu da sáng trung bình|người phụ nữ chơi gôn|người phụ nữ chơi gôn: màu da sáng trung bình|phụ nữ
	🏌🏽‍♀️;người phụ nữ chơi gôn: màu da trung bình;gôn|màu da trung bình|người phụ nữ chơi gôn|người phụ nữ chơi gôn: màu da trung bình|phụ nữ
	🏌🏾‍♀️;người phụ nữ chơi gôn: màu da tối trung bình;gôn|màu da tối trung bình|người phụ nữ chơi gôn|người phụ nữ chơi gôn: màu da tối trung bình|phụ nữ
	🏌🏿‍♀️;người phụ nữ chơi gôn: màu da tối;gôn|màu da tối|người phụ nữ chơi gôn|người phụ nữ chơi gôn: màu da tối|phụ nữ
🏄;người lướt sóng;lướt sóng|người lướt sóng
	🏄🏻;người lướt sóng: màu da sáng;lướt sóng|màu da sáng|người lướt sóng|người lướt sóng: màu da sáng
	🏄🏼;người lướt sóng: màu da sáng trung bình;lướt sóng|màu da sáng trung bình|người lướt sóng|người lướt sóng: màu da sáng trung bình
